candidate_id	name	slug	official_url	domain	candidate_scope	category	chain_scope	priority	status	status_guess	checked_against	duplicate_result	needs_full_data_file_scan	batch	marketplace_id	event_id	evidence_ids	consumed_at	notes
mag_candidate_000921	OpenSea Drops	opensea-drops-seed	https://opensea.io/	opensea.io	creator_marketplace	general	ethereum,polygon,base	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000922	OpenSea Studio	opensea-studio-seed	https://opensea.io/studio	opensea.io	creator_marketplace	creator_tools	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000923	Rarible Drops	rarible-drops-seed	https://rarible.com/	rarible.com	creator_marketplace	general	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000924	Rarible Base Market	rarible-base-market	https://rarible.com/	rarible.com	chain_specific	general	base	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000925	Rarible Polygon Market	rarible-polygon-market	https://rarible.com/	rarible.com	chain_specific	general	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000926	Rarible Solana Market	rarible-solana-market	https://rarible.com/	rarible.com	chain_specific	general	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000927	Magic Eden Solana Market	magic-eden-solana-market	https://magiceden.io/	magiceden.io	chain_specific	general	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000928	Magic Eden Base Market	magic-eden-base-market	https://magiceden.io/	magiceden.io	chain_specific	general	base	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000929	Magic Eden Abstract Market	magic-eden-abstract-market	https://magiceden.io/	magiceden.io	chain_specific	general	abstract	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000930	Magic Eden Monad Market	magic-eden-monad-market	https://magiceden.io/	magiceden.io	chain_specific	general	monad	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000931	Tensor Solana Market	tensor-solana-market	https://www.tensor.trade/	tensor.trade	standalone_marketplace	chain_specific	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000932	Tensorian Collectibles Market	tensorian-collectibles-market	https://www.tensor.trade/	tensor.trade	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000933	Coral Cube Solana Market	coral-cube-solana-market	https://coralcube.io/	coralcube.io	aggregator	chain_specific	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000934	Solanart Marketplace Legacy	solanart-marketplace-legacy	https://solanart.io/	solanart.io	standalone_marketplace	chain_specific	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000935	Solsea Marketplace Legacy	solsea-marketplace-legacy	https://solsea.io/	solsea.io	standalone_marketplace	chain_specific	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000936	OpenSea Solana Market	opensea-solana-market	https://opensea.io/	opensea.io	chain_specific	general	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000937	OpenSea Base Market	opensea-base-market	https://opensea.io/	opensea.io	chain_specific	general	base	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000938	OpenSea Arbitrum Market	opensea-arbitrum-market	https://opensea.io/	opensea.io	chain_specific	general	arbitrum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000939	OpenSea Optimism Market	opensea-optimism-market	https://opensea.io/	opensea.io	chain_specific	general	optimism	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000940	OpenSea BNB Chain Market	opensea-bnb-chain-market	https://opensea.io/	opensea.io	chain_specific	general	bnb_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000941	Blur Ethereum Market	blur-ethereum-market	https://blur.io/	blur.io	standalone_marketplace	general	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000942	Blur Blend Market	blur-blend-market	https://blur.io/	blur.io	protocol_marketplace	lending	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000943	LooksRare Ethereum Market	looksrare-ethereum-market	https://looksrare.org/	looksrare.org	standalone_marketplace	general	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000944	LooksRare YOLO Market	looksrare-yolo-market	https://looksrare.org/	looksrare.org	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000945	X2Y2 Ethereum Market	x2y2-ethereum-market	https://x2y2.io/	x2y2.io	standalone_marketplace	general	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
