candidate_id	name	slug	official_url	domain	candidate_scope	category	chain_scope	priority	status	status_guess	checked_against	duplicate_result	needs_full_data_file_scan	batch	marketplace_id	event_id	evidence_ids	consumed_at	notes
mag_candidate_000321	Lootex Marketplace	lootex-marketplace	https://lootex.io/	lootex.io	standalone_marketplace	gaming	multi_chain	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000322	AQUA Gaming Market	aqua-gaming-market	https://aqua.xyz/	aqua.xyz	standalone_marketplace	gaming	immutable_x,polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000323	Gamestop NFT Marketplace	gamestop-nft-marketplace	https://nft.gamestop.com/	nft.gamestop.com	standalone_marketplace	gaming	immutable_x,ethereum	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000324	GameStop Wallet NFT	gamestop-wallet-nft	https://wallet.gamestop.com/	wallet.gamestop.com	brand_marketplace	gaming	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000325	Kraken NFT	kraken-nft	https://nft.kraken.com/	nft.kraken.com	cex_feature	cex_nft_market	ethereum,solana	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000326	FTX NFT Marketplace	ftx-nft-marketplace	https://ftx.us/nfts	ftx.us	cex_feature	cex_nft_market	ethereum,solana	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000327	Gemini Nifty Gateway Studio	gemini-nifty-gateway-studio	https://www.niftygateway.com/	niftygateway.com	brand_marketplace	art_curated	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000328	CoinList NFT	coinlist-nft	https://coinlist.co/	coinlist.co	brand_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000329	OpenSea Seaport	opensea-seaport	https://opensea.io/	opensea.io	protocol_marketplace	general	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000330	LooksRare v2	looksrare-v2	https://looksrare.org/	looksrare.org	standalone_marketplace	general	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000331	X2Y2 Pro	x2y2-pro	https://x2y2.io/	x2y2.io	standalone_marketplace	general	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000332	SudoSwap AMM	sudoswap-amm	https://sudoswap.xyz/	sudoswap.xyz	protocol_marketplace	nft_amm	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
