candidate_id	name	slug	official_url	domain	candidate_scope	category	chain_scope	priority	status	status_guess	checked_against	duplicate_result	needs_full_data_file_scan	batch	marketplace_id	event_id	evidence_ids	consumed_at	notes
mag_candidate_000021	NFTb	nftb	https://nftb.io/	nftb.io	standalone_marketplace	chain_specific	bnb_chain	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000022	Treasureland	treasureland	https://treasureland.market/	treasureland.market	standalone_marketplace	chain_specific	bnb_chain	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000023	Refinable	refinable	https://refinable.com/	refinable.com	standalone_marketplace	general	multi_chain	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000024	Artano	artano	https://artano.io/	artano.io	standalone_marketplace	art_curated	cardano	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000025	Tokhun	tokhun	https://tokhun.io/	tokhun.io	standalone_marketplace	chain_specific	cardano	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000026	Blockparty	blockparty	https://blockparty.co/	blockparty.co	brand_marketplace	collectibles	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000027	Portion	portion	https://portion.io/	portion.io	standalone_marketplace	art_curated	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000028	Cargo	cargo-build	https://cargo.build/	cargo.build	creator_marketplace	creator_tools	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000029	NFTify	nftify	https://nftify.network/	nftify.network	infrastructure_marketplace	creator_tools	multi_chain	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000030	NiftyKit	niftykit	https://niftykit.com/	niftykit.com	creator_marketplace	creator_tools	multi_chain	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000031	Mintbase	mintbase	https://www.mintbase.xyz/	mintbase.xyz	creator_marketplace	chain_specific	near	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000032	Curate	curate	https://curate.style/	curate.style	standalone_marketplace	collectibles	multi_chain	P3	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000033	Galler	galler	https://galler.io/	galler.io	standalone_marketplace	chain_specific	bnb_chain	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000034	Kalamint	kalamint	https://kalamint.io/	kalamint.io	standalone_marketplace	art_curated	tezos	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000035	ByteBlock	byteblock	https://byteblock.art/	byteblock.art	standalone_marketplace	chain_specific	tezos	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000036	OneMint	onemint	https://onemint.io/	onemint.io	creator_marketplace	creator_tools	multi_chain	P3	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000037	MintGate	mintgate	https://www.mintgate.io/	mintgate.io	creator_marketplace	creator_tools	ethereum	P3	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000038	Mintable Gasless Store	mintable-gasless-store	https://mintable.app/	mintable.app	standalone_marketplace	general	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000039	NFT Stars	nft-stars	https://nftstars.app/	nftstars.app	standalone_marketplace	art_curated	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000040	KnownOrigin	knownorigin	https://knownorigin.io/	knownorigin.io	standalone_marketplace	art_curated	ethereum	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000041	DoinGud	doingud	https://doingud.com/	doingud.com	standalone_marketplace	art_curated	polygon	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000042	Mint Gold Dust	mint-gold-dust	https://mintgolddust.com/	mintgolddust.com	creator_marketplace	art_curated	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000043	MakersPlace	makersplace	https://makersplace.com/	makersplace.com	standalone_marketplace	art_curated	ethereum	P1	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000044	Artcrypted	artcrypted	https://artcrypted.io/	artcrypted.io	standalone_marketplace	art_curated	ethereum	P3	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000045	Snark.art	snark-art	https://snark.art/	snark.art	brand_marketplace	art_curated	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000046	Aorist	aorist	https://aorist.art/	aorist.art	art_curated	art_curated	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000047	Sedition	sedition	https://www.seditionart.com/	seditionart.com	brand_marketplace	art_curated	unknown	P3	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000048	LaCollection	lacollection	https://lacollection.io/	lacollection.io	brand_marketplace	art_curated	ethereum	P2	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
mag_candidate_000049	Institut NFT	institut-nft	https://institut.co/	institut.co	art_curated	art_curated	ethereum	P3	candidate	unknown	pending automated data/marketplaces scan via validate-mag-candidate-backlog.mjs	candidate_seed_unverified	true						Candidate only. Not verified registry data.
