candidate_id	name	slug	official_url	domain	candidate_scope	category	chain_scope	priority	status	status_guess	checked_against	duplicate_result	needs_full_data_file_scan	batch	marketplace_id	event_id	evidence_ids	consumed_at	notes
mag_candidate_000521	Rodeo Creator Market	rodeo-creator-market	https://rodeo.club/	rodeo.club	creator_marketplace	creator_tools	base	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000522	BasePaint Gallery	basepaint-gallery-seed	https://basepaint.xyz/	basepaint.xyz	brand_marketplace	art_curated	base	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000523	Onchain Summer Collectibles	onchain-summer-collectibles	https://onchainsummer.xyz/	onchainsummer.xyz	brand_marketplace	collectibles	base	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000524	Farcaster Collectibles	farcaster-collectibles	https://warpcast.com/	warpcast.com	creator_marketplace	collectibles	base,optimism	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000525	Drakula Creator Collectibles	drakula-creator-collectibles	https://drakula.app/	drakula.app	creator_marketplace	music_media	base	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000526	Fantasy Cards Market	fantasy-cards-market	https://fantasy.top/	fantasy.top	brand_marketplace	collectibles	blast	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000527	Blast Collectibles Market	blast-collectibles-market	https://blast.io/	blast.io	chain_specific	collectibles	blast	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000528	Blastopians Collectibles	blastopians-collectibles	https://blastopians.com/	blastopians.com	brand_marketplace	collectibles	blast	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000529	Mad Lads Market	mad-lads-market	https://madlads.com/	madlads.com	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000530	Backpack Collectibles	backpack-collectibles	https://www.backpack.app/	backpack.app	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000531	Solana Monkey Business Market	solana-monkey-business-market	https://solanamonkey.business/	solanamonkey.business	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000532	Degenerate Ape Academy Market	degenerate-ape-academy-market	https://degenerateape.academy/	degenerateape.academy	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000533	DeGods Market	degods-market	https://degods.com/	degods.com	brand_marketplace	collectibles	solana,ethereum,bitcoin	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000534	y00ts Market	y00ts-market	https://y00ts.com/	y00ts.com	brand_marketplace	collectibles	solana,polygon,ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000535	Claynosaurz Market	claynosaurz-market	https://claynosaurz.com/	claynosaurz.com	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000536	Okay Bears Market	okay-bears-market	https://www.okaybears.com/	okaybears.com	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000537	Famous Fox Federation Market	famous-fox-federation-market	https://famousfoxes.com/	famousfoxes.com	brand_marketplace	collectibles	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000538	Metaplex Storefronts	metaplex-storefronts	https://www.metaplex.com/	metaplex.com	infrastructure_marketplace	creator_tools	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000539	Metaplex Candy Machine Drops	metaplex-candy-machine-drops	https://www.metaplex.com/	metaplex.com	creator_marketplace	creator_tools	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000540	Solport	solport	https://solport.io/	solport.io	standalone_marketplace	chain_specific	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000541	Alpha Art	alpha-art	https://alpha.art/	alpha.art	standalone_marketplace	chain_specific	solana	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000542	DigitalEyes Market	digitaleyes-market	https://digitaleyes.market/	digitaleyes.market	standalone_marketplace	chain_specific	solana	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000543	Exchange Art	exchange-art	https://exchange.art/	exchange.art	standalone_marketplace	art_curated	solana,ethereum	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000544	Holaplex Storefronts	holaplex-storefronts	https://www.holaplex.com/	holaplex.com	infrastructure_marketplace	creator_tools	solana	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000545	Formfunction	formfunction	https://formfunction.xyz/	formfunction.xyz	standalone_marketplace	art_curated	solana	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000546	Fractal Solana	fractal-solana	https://www.fractal.is/	fractal.is	standalone_marketplace	gaming	solana	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000547	Star Atlas Galactic Marketplace	star-atlas-galactic-marketplace	https://play.staratlas.com/market/	play.staratlas.com	brand_marketplace	gaming	solana	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000548	Aurory Marketplace	aurory-marketplace	https://aurory.io/	aurory.io	brand_marketplace	gaming	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000549	Genopets Marketplace	genopets-marketplace	https://www.genopets.me/	genopets.me	brand_marketplace	gaming	solana	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
