candidate_id	name	slug	official_url	domain	candidate_scope	category	chain_scope	priority	status	status_guess	checked_against	duplicate_result	needs_full_data_file_scan	batch	marketplace_id	event_id	evidence_ids	consumed_at	notes
mag_candidate_000721	MusicFund Market	musicfund-market	https://musicfund.com/	musicfund.com	creator_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000722	Arpeggi Labs Editions	arpeggi-labs-editions	https://arpeggi.io/	arpeggi.io	creator_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000723	Hume Music Collectibles	hume-music-collectibles	https://wearehume.com/	wearehume.com	brand_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000724	Bolero Royalty Market	bolero-royalty-market	https://boleromusic.com/	boleromusic.com	brand_marketplace	music_media	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000725	Royal Music Rights Market	royal-music-rights-market	https://royal.io/	royal.io	brand_marketplace	music_media	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000726	Sound Editions Market	sound-editions-market	https://www.sound.xyz/	sound.xyz	creator_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000727	Spinamp Discovery Market	spinamp-discovery-market	https://spinamp.xyz/	spinamp.xyz	aggregator	music_media	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000728	Nifty Music Market	nifty-music-market	https://niftymusic.io/	niftymusic.io	creator_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000729	Catalog Records Market	catalog-records-market	https://catalog.works/	catalog.works	creator_marketplace	music_media	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000730	Decent Drops Market	decent-drops-market	https://decent.xyz/	decent.xyz	creator_marketplace	music_media	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000731	NBA Top Shot Drops	nba-top-shot-drops	https://nbatopshot.com/	nbatopshot.com	brand_marketplace	sports	flow	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000732	UFC Strike Drops	ufc-strike-drops	https://ufcstrike.com/	ufcstrike.com	brand_marketplace	sports	flow	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000733	NFL All Day Drops	nfl-all-day-drops	https://nflallday.com/	nflallday.com	brand_marketplace	sports	flow	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000734	LaLiga Golazos Drops	laliga-golazos-drops	https://laligagolazos.com/	laligagolazos.com	brand_marketplace	sports	flow	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000735	MotoGP Ignition Drops	motogp-ignition-drops	https://motogp-ignition.com/	motogp-ignition.com	brand_marketplace	sports	flow	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000736	Candy MLB Market	candy-mlb-market	https://www.candy.com/	candy.com	brand_marketplace	sports	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000737	Candy Racing Market	candy-racing-market	https://www.candy.com/	candy.com	brand_marketplace	sports	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000738	DraftKings Reignmakers Market	draftkings-reignmakers-market	https://marketplace.draftkings.com/	marketplace.draftkings.com	brand_marketplace	sports	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000739	Autograph Signature Market	autograph-signature-market	https://autograph.io/	autograph.io	brand_marketplace	sports	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000740	SportsIcon Collectibles	sportsicon-collectibles	https://sportsicon.com/	sportsicon.com	brand_marketplace	sports	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000741	Ethernity Sports Market	ethernity-sports-market	https://ethernity.io/	ethernity.io	brand_marketplace	sports	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000742	Ethernity Collectibles Market	ethernity-collectibles-market	https://ethernity.io/	ethernity.io	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000743	Blockparty Collectibles	blockparty-collectibles	https://blockparty.co/	blockparty.co	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000744	Sweet Sports Market	sweet-sports-market	https://sweet.io/	sweet.io	brand_marketplace	sports	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000745	Sweet Collectibles Market	sweet-collectibles-market	https://sweet.io/	sweet.io	brand_marketplace	collectibles	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000746	Panini NFT Store	panini-nft-store	https://www.paniniamerica.net/blockchain/	paniniamerica.net	brand_marketplace	sports	multi_chain	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000747	Topps Digital Collectibles	topps-digital-collectibles	https://toppsnfts.com/	toppsnfts.com	brand_marketplace	sports	wax	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000748	Quidd Digital Collectibles	quidd-digital-collectibles	https://market.onquidd.com/	market.onquidd.com	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000749	Seussibles Collectibles	seussibles-collectibles	https://www.seussibles.com/	seussibles.com	brand_marketplace	collectibles	flow	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000750	Disney Pinnacle Collectibles	disney-pinnacle-collectibles	https://www.disneypinnacle.com/	disneypinnacle.com	brand_marketplace	collectibles	flow	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000751	VeVe Marvel Collectibles	veve-marvel-collectibles	https://www.veve.me/	veve.me	brand_marketplace	collectibles	immutable_x	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000752	VeVe DC Collectibles	veve-dc-collectibles	https://www.veve.me/	veve.me	brand_marketplace	collectibles	immutable_x	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000753	VeVe Disney Collectibles	veve-disney-collectibles	https://www.veve.me/	veve.me	brand_marketplace	collectibles	immutable_x	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000754	Niftys Warner Bros Market	niftys-warner-bros-market	https://niftys.com/	niftys.com	brand_marketplace	collectibles	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000755	Warner Bros Movieverse	warner-bros-movieverse	https://wbmovieverse.com/	wbmovieverse.com	brand_marketplace	collectibles	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000756	Starbucks Odyssey Market	starbucks-odyssey-market	https://www.starbucks.com/rewards/odyssey/	starbucks.com	brand_marketplace	collectibles	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000757	Nike Swoosh Collectibles	nike-swoosh-collectibles	https://www.swoosh.nike/	swoosh.nike	brand_marketplace	brand_platform	polygon	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000758	Adidas Collectibles Market	adidas-collectibles-market	https://collect.adidas.com/	collect.adidas.com	brand_marketplace	brand_platform	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000759	Puma Black Station Collectibles	puma-black-station-collectibles	https://blackstation.puma.com/	blackstation.puma.com	brand_marketplace	brand_platform	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000760	Gucci Vault Collectibles	gucci-vault-collectibles	https://vault.gucci.com/	vault.gucci.com	brand_marketplace	brand_platform	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000761	Louis Vuitton VIA Market	louis-vuitton-via-market	https://us.louisvuitton.com/	us.louisvuitton.com	brand_marketplace	brand_platform	ethereum	P3	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
