candidate_id	name	slug	official_url	domain	candidate_scope	category	chain_scope	priority	status	status_guess	checked_against	duplicate_result	needs_full_data_file_scan	batch	marketplace_id	event_id	evidence_ids	consumed_at	notes
mag_candidate_000121	LooksRare	looksrare	https://looksrare.org/	looksrare.org	standalone_marketplace	general	ethereum	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000122	Blur Marketplace	blur-marketplace	https://blur.io/	blur.io	standalone_marketplace	general	ethereum	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000123	Element Market	element-market	https://element.market/	element.market	aggregator	general	multi_chain	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000124	AlienSwap	alienswap	https://alienswap.xyz/	alienswap.xyz	standalone_marketplace	general	multi_chain	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000125	TofuNFT	tofunft	https://tofunft.com/	tofunft.com	standalone_marketplace	general	multi_chain	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000126	Treasure Marketplace	treasure-marketplace	https://treasure.lol/	treasure.lol	brand_marketplace	gaming	arbitrum	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000127	Magic Eden Bitcoin	magic-eden-bitcoin	https://magiceden.io/ordinals	magiceden.io	chain_specific	ordinals	bitcoin	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000128	Ordinals Market	ordinals-market	https://ordinals.market/	ordinals.market	standalone_marketplace	ordinals	bitcoin	P1	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000129	Gamma Ordinals	gamma-ordinals	https://gamma.io/ordinals	gamma.io	chain_specific	ordinals	bitcoin	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000130	Ordzaar	ordzaar	https://ordzaar.com/	ordzaar.com	standalone_marketplace	ordinals	bitcoin	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000131	Magic Eden Polygon	magic-eden-polygon	https://magiceden.io/polygon	magiceden.io	chain_specific	general	polygon	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
mag_candidate_000132	Magic Eden Ethereum	magic-eden-ethereum	https://magiceden.io/ethereum	magiceden.io	chain_specific	general	ethereum	P2	candidate	unknown	pending	candidate_seed_unverified	true						Seed only.
